tweet_id,text,response_tweet_id,in_response_to_tweet_id
62174, ¿Qué es esto? ¿Qué me está pasando? 😔😢se supone que ya está en mi ciudad 🙃🙃 https://t.co/ATRVRentTZ,62176,62173
62176, ¿Cuál es la fecha de entrega indicada en el correo electrónico de confirmación del pedido? ^CR,62177,62174
62177," jueves, 02 de noviembre🍂",62178,62176
62178, El pedido te debe llegar mañana buffy. Por favor infórmanos cuando te llegue. ^JJ,62179,62177
62179, Mmm vale gracias 🙃♥️ solo que ahí pone que se retrasa por un motivo que no me queda claro 😢,,62178
62175,Necesito ayudaaaaa ¿a alguien se le ha retrasado algún pedido en  alguna vez?😔😔,62173,
62180, We’re working on it now and expect it later this year. We don’t have any specifics to share regarding a date. 🍿 ^JO,,62181
62181, Any word on Amazon Video for Apple TV? Bit silly a gaming console gets it first...,62180,
62182," I'm sorry for the poor experience! Without giving account/personal details, can you tell us what's going on? ^AC",62183,62184
62183," One agent says they'll do one thing, to then not, for someone else to say it's not possible",62185,62182
62185," Oh no, Sam! Can you tell us more about what information you were provided by our agents? ^NS",,62183
62184," your customer service is a joke, worst agents out there",62182,
62186, That's odd! Have you tried restarting the device? Let us know! ^MT,62187,62188
62187, how do u do that?,62189,62186
62189," To restart your device, please unplug it/plug it back in; this will reboot the system. More info: https://t.co/dVpLHbteFC ^BE",62190,62187
62190, Ive tried. I thought it fixed it but then the music stops playing again. What’s weird is that Spotify is still continuing as if sound was on,62191,62189
62191, Have you tried to uninstall/reinstall your application? You can also try the steps listed here: https://t.co/0r0U3xgsEE ^DD,,62190
62188, the echo dot 2nd gen i'm using suddenly stopped playing music randomly. the connection is fine.,62186,
62192," I'm sorry for the frustration! We'd like to better understand what happened, is this an apartment hallway or mail room? ^CC","6,219,362,194",62195
62193, Usually they bring the boxes up no matter how big or small they are :(,62196,62192
62196, Thanks for letting us know! We'd like to take a closer look into this with you here: https://t.co/hApLpMlfHN ^QJ,,62193
62194, They left it downstairs by the mailboxes. I'm home alone and had to lug them to the elevator myself,,62192
62195, I'm home alone with a two year old. Delivery person left these downstairs ? Mind you they're heavy and there's an elevator! https://t.co/e44bZxEPhn,62192,
62197, I'm sorry for the wait! Is there a current order that's missed its delivery date here: https://t.co/Y5jpI9gRhE? ^LL,,62198
62198,Wtf  no deliveries being done in Atlanta since Saturday? #unprofessional,62197,
62199, We are truly sorry! Can you provide more details about the issues you're having when accessing the Brant locker? ^SH,62200,62201
62200, It can’t read code in daylight and the touchscreen only works on the top half of the screen. I’ll have to go back when dark that works 50%.,,62199
62201, your Brant locker is broken AGAIN! I say again assuming you actually fix it. So tired of not being able to pick up my orders!,62199,
62202, Let's get your iPhone charging again. Which model is it and does it have iOS 11.1 installed? Any steps tried?,"6,220,362,204",62205
62203, Its an iphone 7 running IOS 11.1. I have tried the hard reset.,62206,62202
62206, Got it. Do you get an error messages when you try to use your charger on your phone? Let us know in DM. https://t.co/GDrqU22YpT,,62203
62204, I also have to charge it all day b/c battery doesn't last past 3pm. This phone is less than a year old. Update seems to kill battery.,,62202
62205,"New iphone update; none of my charging cables work. I'm at school &amp; phone is about to die. Hey ,  is looking like my next move",62202,
62207, Let's look into this for you. Send us a DM with your current iOS version to get started. https://t.co/GDrqU22YpT,,62208
62208,,62207,62209
62209,Backed up my new phone from icloud but my photos dont seem to be backing up?😭😭😭😭 help,62208,
62210, We completely understand wanting to have good battery life. How long is the battery lasting on a full charge after the update?,"6,221,162,212",62213
62211, On a full charge 30% less but more like half when it’s not full....,,62210
62212, 30% less than before the update. I was totally happy with the battery before this.,62214,62210
62214, Apologies for the confusion. We meant how long in hours would it last on a full charge.,62215,62212
62215, 7 hours now it lasts for 4 ish,62216,62214
62216," Check out these great tips on maintaining battery health, and DM us if you have any questions: https://t.co/bivpdfBNJ6 https://t.co/GDrqU22YpT",,62215
62213, I’ve downloaded the new iPhone update and my battery lasts half as long. What’s going on?!?,"622,106,221,762,218",
62219," Let's help get this sorted and the keyboard working. To start, are you currently running iOS 11.1?",62220,62221
62220, Yes,62222,62219
62222," OK, thanks. So that we can explore the best options for your region, DM us the country you’re messaging us from. https://t.co/GDrqU22YpT",,62220
62221,Updated my phone &amp; my I️s are still showing as squares...what’s good ,62219,
62223, Thank you for reaching out to us about this. We want you to be able to view your photos. When did this issue begin?,62224,62225
62224," When the Sept update ever since then there’s an exclamation point in a circle in most pictures I’m at 11.1 now, updated last night as well",62226,62223
62226," Thanks for letting us know. For more help with this, you'll want to contact our Photos experts here: https://t.co/IBIY3vMgPj",,62224
62225,"Hey  why can’t I see my photos in my albums? They won’t load, And yes I’ve updated my phone twice in the last 24hrs actually..",62223,
62227," We'd like to work with you. Just to verify, this is not your iPhone, but your friends' iPhone's, right?",62228,62229
62228," Yes, I'm with them now",62230,62227
62230," Let's take this to DM, and we can talk more details once there. Thank you in advance! https://t.co/GDrqU22YpT",,62228
62229, two of my friends are using the iphone 6s and 7 which have just updated. Their phone's are now freezing on multiple apps help!,62227,
62231, Let's help get this resolved. Please reach out to us via DM and we can go from there. https://t.co/GDrqU22YpT,,62232
62232," you did it again and hit me in the night with an update and I lost my numbers again. Yes, turned phone on/off a bunch. Killing me 🍎",62231,
62233, Thank you for reaching out. May we ask which iPhone you're currently using?,62234,62235
62234, iPhone 6. Has recently started vibrating randomly.,62236,62233
62236," What's the iOS version being used? Meet us in a DM, we'll have the room there to look into this a bit closer. https://t.co/GDrqU2kzhr",,62234
62235,Why does my iPhone keep randomly vibrating?  #FirstWorldProblems,62233,
62237, We'd like to look into this with you. May we ask what type of iPhone you have?,62238,62239
62238, iPhone 7,62240,62237
62240," Alright, just to confirm, what iOS version are you currently on?  Do you have any missed notifications after this occurs?",62241,62238
62241, No I don’t &amp; I have the latest update,62242,62240
62242, Go ahead and send us a DM. Let us know the country you're in. We'll do our best to help. https://t.co/GDrqU22YpT,62243,62241
62243,  answer me! my phone started heating up yesterday tried everything but the issue wasn’t fixed. HELP don’t ignore me,,62242
62239,Why does my phone vibrate for no reason since I’ve updated it ?? ,62237,
62244, Let's take a look at this together. May we ask which iOS version you're currently using on your iPhone?,62245,62246
62245, Thanks for the speedy reply. I’m currently using iOS 11.1,62247,62244
62247," Thanks! Let's continue in DM, please. https://t.co/GDrqU22YpT",,62245
62246, hi. I have an iPhone 8 plus and my screen isn’t turning off automatically. What is going on? My auto lock is 1 min,62244,
62248, We'd be happy to look into this with you.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,62249,62250
62249,  Would like to also report that after the new update my phone keeps freezing....,62251,62248
62251, We can look into that with you. Send us a message us in DM to get started. https://t.co/GDrqU22YpT,,62249
62250,"Hey  the new iOS update is garbage and my phone keeps restarting itself. Get your shit together, Carol.",62248,
62252," Let's help. To make sure we're on the same page, are you running iOS 11.1?",62253,62254
62253, Yes,62255,62252
62255, OK. Let's take this conversation to DM.  Which country are you located in? https://t.co/GDrqU22YpT,,62253
62254,Why am I seeing boxed up question marks? And I updated my phone !  wth is going on 🙄😡,62252,
62256," We'd love to help get those features working for you. Which device are you using, and what's the software version it's running?",,62257
62257,Why my iMessage &amp; FaceTime keep saying is waiting fo activation 😩 help me out,62256,
62258, We want to help with this. Which iOS version are you using? Did this happen while using a particular app?,,62259
62259,my phone is frozen and IM GETTING PISSED ,62258,
62260," We want to help you. DM us, and let us know what's going on. We'll look into this. https://t.co/GDrqU22YpT",,62261
62261,  can you help or nah? https://t.co/1lAvjP9yu1,62260,62262
62262,And how come it shows differently?! https://t.co/UOpT4VfK3L,"6,226,362,261",62264
62264,Who knows why my phone keeps switching the letter (eye) when I️ type it ?! Like this —&gt; I️,62262,
62265, We would be glad to take a look at this for you. Reach out to us in DM. https://t.co/GDrqU22YpT,,62266
62266, any way to check the overall battery health of my iphone?,62265,
62267, Thanks for those details.  We'd like to have you meet us in DM and we'll continue from there. https://t.co/GDrqU22YpT,62268,62269
62268, Okay,,62267
62269, iPhone 6s and I️ have the 11.1 iOS update,62267,62270
62270, We're here for you and want to help. DM us with what type of iPhone you're using and your current iOS version. https://t.co/GDrqU22YpT,62269,62271
62271,Why is my phone doing this!!! I️ need answers!!!! ,62270,
62272, Let's look into this for you. Send us a DM with your current iOS version to get started. https://t.co/GDrqU22YpT,,62273
62273,My phone won’t stop turning off and freezing  !!!!,62272,
62274, We can look into this further with you. Send us a DM if you'd like to get started: https://t.co/GDrqU22YpT,,62275
62275,Downloaded the  iPhone update.  Thought maybe it would correct my phone crashing problem.  Nope.  iPhone still crashing,62274,
